class,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32,x33,y33,z33,v33
leftHand,0.49200475215911865,0.6366743445396423,-0.9320847392082214,0.9998831152915955,0.5185294151306152,0.5821391344070435,-0.889761209487915,0.9997217059135437,0.5366456508636475,0.5819479823112488,-0.8898071050643921,0.999797523021698,0.5510174036026001,0.5819709300994873,-0.8900209069252014,0.9997000694274902,0.46703335642814636,0.5827847719192505,-0.8834754228591919,0.9997214078903198,0.45109930634498596,0.5827583074569702,-0.8826406598091125,0.9997944831848145,0.4370664358139038,0.5835309028625488,-0.8829109072685242,0.9997256994247437,0.5748723745346069,0.6077892780303955,-0.5427762269973755,0.9997426271438599,0.4257131814956665,0.6106377840042114,-0.49284249544143677,0.999842643737793,0.5300567746162415,0.6938618421554565,-0.7968969345092773,0.9998605251312256,0.4633900821208954,0.6956304311752319,-0.7822972536087036,0.9998819828033447,0.7270783185958862,0.9282543659210205,-0.3041704595088959,0.9979726672172546,0.28638115525245667,0.9078670740127563,-0.34088948369026184,0.9990326762199402,0.7922046184539795,1.2728466987609863,-0.3103978931903839,0.05074913427233696,0.18391871452331543,1.2461771965026855,-0.35486623644828796,0.22336865961551666,0.7801402807235718,1.5352181196212769,-0.6671862602233887,0.01692580245435238,0.18395604193210602,1.512327790260315,-0.9148605465888977,0.052440159022808075,0.7971304655075073,1.6287901401519775,-0.7804141640663147,0.025013770908117294,0.15575100481510162,1.6077094078063965,-1.0584477186203003,0.05851299688220024,0.7524938583374023,1.6284947395324707,-0.8444902300834656,0.045068882405757904,0.2033081203699112,1.6089221239089966,-1.1239818334579468,0.09933248162269592,0.7360401749610901,1.587518334388733,-0.7131282687187195,0.04649626463651657,0.22013062238693237,1.5692181587219238,-0.9698426127433777,0.09733365476131439,0.6246801018714905,1.5891762971878052,-0.051005370914936066,0.0004602563858497888,0.3374873399734497,1.5791512727737427,0.05620987340807915,0.0005022150580771267,0.6063885688781738,2.1312882900238037,0.10365511476993561,0.00023614645760972053,0.337458997964859,2.1235854625701904,0.19030340015888214,8.215627894969657e-05,0.6063683032989502,2.6157562732696533,0.8103302717208862,4.0881710447138175e-05,0.34963253140449524,2.6081674098968506,0.7280913591384888,4.261206413502805e-06,0.6127678155899048,2.699305772781372,0.8517618179321289,4.6819925046293065e-05,0.34924548864364624,2.694539785385132,0.7660171389579773,1.219728983414825e-05,0.556675910949707,2.7750563621520996,0.2972524166107178,5.050227991887368e-05,0.3830866813659668,2.7566378116607666,0.1614660620689392,3.502146137179807e-05
leftHand,0.4876060485839844,0.6393827795982361,-0.8503425717353821,0.9998902082443237,0.5163359642028809,0.584791362285614,-0.8144503235816956,0.9997379183769226,0.5345377922058105,0.584380567073822,-0.814391553401947,0.9998085498809814,0.5499529242515564,0.5842775702476501,-0.8145672082901001,0.9997175931930542,0.46445128321647644,0.5845285654067993,-0.8050370216369629,0.9997382164001465,0.44836822152137756,0.5842936635017395,-0.8041420578956604,0.9998061060905457,0.43583783507347107,0.5847100615501404,-0.804357647895813,0.9997419714927673,0.5744490623474121,0.6086185574531555,-0.5040743947029114,0.999756932258606,0.4255114197731018,0.6107531785964966,-0.4377160966396332,0.9998515248298645,0.5267319679260254,0.6961950063705444,-0.7279031276702881,0.9998681545257568,0.45949193835258484,0.697299599647522,-0.7091642022132874,0.9998881816864014,0.7262869477272034,0.9259933233261108,-0.2894364893436432,0.9980496168136597,0.28709307312965393,0.9076904058456421,-0.3105635643005371,0.9990843534469604,0.7953525185585022,1.270540475845337,-0.26030218601226807,0.051282208412885666,0.18991898000240326,1.243713140487671,-0.2958838939666748,0.21856793761253357,0.7801055908203125,1.5348948240280151,-0.505892276763916,0.01726120337843895,0.1844836175441742,1.5117011070251465,-0.7623040080070496,0.05287371575832367,0.7980219125747681,1.627828598022461,-0.6006960272789001,0.025746410712599754,0.16008441150188446,1.6077319383621216,-0.8861830234527588,0.06000061705708504,0.7530309557914734,1.6269736289978027,-0.6562336087226868,0.04637293517589569,0.2071523517370224,1.6089706420898438,-0.9596874713897705,0.10165011137723923,0.7364782094955444,1.5865439176559448,-0.5467370748519897,0.047872014343738556,0.22575706243515015,1.5692684650421143,-0.8140905499458313,0.09954711049795151,0.6252589821815491,1.5865507125854492,-0.0529380701482296,0.0004445923841558397,0.33860114216804504,1.5755945444107056,0.05813828110694885,0.0004887875402346253,0.6063088774681091,2.127427101135254,0.08110781759023666,0.00022514004376716912,0.33772939443588257,2.11798357963562,0.18579383194446564,7.842979539418593e-05,0.6059933304786682,2.609574317932129,0.74604332447052,3.940266469726339e-05,0.35001200437545776,2.5986506938934326,0.7164152264595032,4.037388407596154e-06,0.6122952103614807,2.6911182403564453,0.7839948534965515,4.495206303545274e-05,0.34985724091529846,2.682326316833496,0.7535072565078735,1.1562881809368264e-05,0.5566859245300293,2.7657153606414795,0.260964035987854,4.9051021051127464e-05,0.38309985399246216,2.746046781539917,0.14421139657497406,3.36090633936692e-05
leftHand,0.4868897497653961,0.6425171494483948,-0.875651478767395,0.999895453453064,0.5156512260437012,0.587225615978241,-0.8361741304397583,0.9997496008872986,0.5338376760482788,0.5864270329475403,-0.8361439108848572,0.9998179078102112,0.549500048160553,0.5861552357673645,-0.836312472820282,0.9997305274009705,0.46379709243774414,0.5866653919219971,-0.8286890983581543,0.9997493624687195,0.4475102424621582,0.5863127112388611,-0.827822208404541,0.9998151659965515,0.43530428409576416,0.5866497755050659,-0.8280733823776245,0.9997526407241821,0.5739811062812805,0.6094886064529419,-0.5080503821372986,0.9997684955596924,0.4251687526702881,0.6118634343147278,-0.45500707626342773,0.9998583793640137,0.5259647369384766,0.6988490223884583,-0.7483120560646057,0.999874472618103,0.458965927362442,0.7000815272331238,-0.7327872514724731,0.9998930096626282,0.7261355519294739,0.9256477355957031,-0.26667726039886475,0.9981356859207153,0.2872297465801239,0.9079346656799316,-0.3176667094230652,0.9991304278373718,0.7932009696960449,1.2704812288284302,-0.23667879402637482,0.052307870239019394,0.19657008349895477,1.2444950342178345,-0.30089446902275085,0.22183199226856232,0.7810943126678467,1.5334910154342651,-0.552216112613678,0.01723448932170868,0.18590745329856873,1.5117214918136597,-0.7866718173027039,0.052787456661462784,0.7956926226615906,1.6267359256744385,-0.6538598537445068,0.02556132711470127,0.16847653687000275,1.6095010042190552,-0.9170423150062561,0.05969217047095299,0.7522751092910767,1.6255388259887695,-0.7170661687850952,0.04592389985918999,0.21342158317565918,1.61162531375885,-0.9940887689590454,0.10082126408815384,0.7357416152954102,1.584365725517273,-0.5972476005554199,0.047379616647958755,0.23147660493850708,1.5708070993423462,-0.8389288187026978,0.09869158267974854,0.625282883644104,1.5864660739898682,-0.05139986053109169,0.00048230355605483055,0.33915749192237854,1.5757421255111694,0.05648575350642204,0.0005339644267223775,0.6065378189086914,2.125638961791992,0.07453067600727081,0.0002410046581644565,0.3396068513393402,2.117474317550659,0.1679166853427887,8.721008634893224e-05,0.6062972545623779,2.6074674129486084,0.7235813736915588,4.5288470573723316e-05,0.35081350803375244,2.5984737873077393,0.656228244304657,4.718259788205614e-06,0.612392783164978,2.6897826194763184,0.7591779828071594,5.121105641592294e-05,0.3504772484302521,2.682436466217041,0.6868859529495239,1.3111644875607453e-05,0.5590359568595886,2.763062000274658,0.2165147066116333,5.511202471097931e-05,0.38499683141708374,2.7458016872406006,0.0817856565117836,3.799328624154441e-05
leftHand,0.4848862290382385,0.6433988213539124,-0.8683812022209167,0.9998986124992371,0.5140818357467651,0.5880296230316162,-0.8289433717727661,0.9997555613517761,0.5322307348251343,0.5871708989143372,-0.8289925456047058,0.9998232126235962,0.5485414266586304,0.5867883563041687,-0.8292629718780518,0.9997377395629883,0.46222713589668274,0.5873303413391113,-0.8217548727989197,0.9997551441192627,0.44586312770843506,0.5870301127433777,-0.8209630250930786,0.9998202323913574,0.4344237446784973,0.5872799158096313,-0.821274995803833,0.9997584223747253,0.5733193159103394,0.6096582412719727,-0.49866795539855957,0.9997752904891968,0.4248163104057312,0.6120637059211731,-0.4436643719673157,0.9998623728752136,0.5246344208717346,0.699168860912323,-0.7377437353134155,0.9998776316642761,0.4572608172893524,0.7006495594978333,-0.7224332690238953,0.999895453453064,0.7260574102401733,0.9240648150444031,-0.2574683725833893,0.9982039928436279,0.2881901264190674,0.9078084230422974,-0.2995528280735016,0.9991697669029236,0.7931921482086182,1.2703607082366943,-0.23278851807117462,0.05355259031057358,0.19756294786930084,1.2445158958435059,-0.26161834597587585,0.22323453426361084,0.777789294719696,1.5329103469848633,-0.5438346266746521,0.01696178689599037,0.1858353465795517,1.5117840766906738,-0.7139235138893127,0.052282825112342834,0.7948047518730164,1.6258792877197266,-0.6405648589134216,0.02511749602854252,0.16790463030338287,1.610430359840393,-0.8378747701644897,0.05908900126814842,0.7519549131393433,1.6248035430908203,-0.7054405808448792,0.045097578316926956,0.2129858136177063,1.6139336824417114,-0.9149149656295776,0.09964621812105179,0.7355684638023376,1.5835329294204712,-0.5886824131011963,0.046463556587696075,0.23101362586021423,1.5727972984313965,-0.7647324204444885,0.09756940603256226,0.6266106367111206,1.5862287282943726,-0.051284126937389374,0.0005007236613892019,0.3421092927455902,1.5758097171783447,0.05633780360221863,0.000560271495487541,0.6093177199363708,2.124885320663452,0.05727959796786308,0.00025261600967496634,0.3441789150238037,2.1169917583465576,0.14879484474658966,9.360949479741976e-05,0.6102203130722046,2.6067214012145996,0.6824365258216858,4.871719647780992e-05,0.3558918237686157,2.598252296447754,0.6001200079917908,5.162235993338982e-06,0.6161445379257202,2.6891911029815674,0.7167832851409912,5.4901895055081695e-05,0.35574546456336975,2.6822288036346436,0.6277413368225098,1.4044672752788756e-05,0.5646890997886658,2.7623751163482666,0.17861327528953552,5.895565846003592e-05,0.3902484178543091,2.7456724643707275,0.039936549961566925,3.99189957533963e-05
leftHand,0.4814728796482086,0.6438928842544556,-0.8851690292358398,0.9999005198478699,0.5115584135055542,0.5885584354400635,-0.8475823998451233,0.9997612237930298,0.52994704246521,0.5877068638801575,-0.8477287888526917,0.9998264312744141,0.5470842719078064,0.5872401595115662,-0.8480185270309448,0.9997432827949524,0.4594985246658325,0.5877883434295654,-0.8357457518577576,0.9997601509094238,0.4435001611709595,0.5874900221824646,-0.8350017666816711,0.9998232126235962,0.4331327974796295,0.5876585841178894,-0.8353467583656311,0.9997628331184387,0.572177529335022,0.6097654700279236,-0.5104595422744751,0.999779999256134,0.4243232309818268,0.6122081279754639,-0.4514414966106415,0.9998644590377808,0.522355854511261,0.6995207071304321,-0.7523913979530334,0.9998814463615417,0.45488476753234863,0.7008274793624878,-0.7295497059822083,0.9998978972434998,0.7257920503616333,0.923952579498291,-0.27496224641799927,0.9982287883758545,0.28821685910224915,0.9078336358070374,-0.3070495128631592,0.9991820454597473,0.7929059267044067,1.270531415939331,-0.2851595878601074,0.05441064387559891,0.19915074110031128,1.2445484399795532,-0.27087247371673584,0.22015488147735596,0.7740411162376404,1.5324664115905762,-0.6409922242164612,0.01706978678703308,0.1877003163099289,1.5118352174758911,-0.7839727401733398,0.05184941366314888,0.7923145890235901,1.6256039142608643,-0.7518135905265808,0.025331081822514534,0.17102667689323425,1.6103861331939697,-0.9197931289672852,0.05876071751117706,0.7487932443618774,1.6232573986053467,-0.8133519887924194,0.04553762078285217,0.21637499332427979,1.613670825958252,-0.9989906549453735,0.09927409887313843,0.7331600785255432,1.5817601680755615,-0.6855984330177307,0.046702541410923004,0.2342928946018219,1.572545051574707,-0.8374680280685425,0.09707074612379074,0.6266535520553589,1.5862383842468262,-0.05662374570965767,0.0004954058676958084,0.3429659307003021,1.5758229494094849,0.06149781122803688,0.0005555398529395461,0.60908043384552,2.124941110610962,0.05741390213370323,0.0002613916585687548,0.34405583143234253,2.1171226501464844,0.1754974126815796,9.461671288590878e-05,0.6100527048110962,2.6069233417510986,0.6979882121086121,5.285182851366699e-05,0.35614678263664246,2.598576784133911,0.666550874710083,5.339008112059673e-06,0.6161202788352966,2.6895439624786377,0.7345488667488098,5.8277426433051005e-05,0.3563773036003113,2.6823878288269043,0.6999849677085876,1.4908135199220851e-05,0.5636397004127502,2.7628185749053955,0.19000042974948883,6.124154606368393e-05,0.39028048515319824,2.7460412979125977,0.10491520166397095,4.1522398532833904e-05
leftHand,0.481739342212677,0.6436619758605957,-0.8647897243499756,0.9999063014984131,0.5116197466850281,0.5883829593658447,-0.8272894620895386,0.999775230884552,0.5299893617630005,0.5874621272087097,-0.8272981643676758,0.9998360276222229,0.547051727771759,0.5869603157043457,-0.8275415301322937,0.9997583627700806,0.45956364274024963,0.5877523422241211,-0.8183539509773254,0.9997740387916565,0.44354239106178284,0.5874606966972351,-0.8175039291381836,0.9998325705528259,0.4330456852912903,0.5876374840736389,-0.8177368640899658,0.9997758269309998,0.5720739960670471,0.6095700860023499,-0.5043869614601135,0.9997923970222473,0.424119234085083,0.6121594905853271,-0.44643479585647583,0.9998714923858643,0.5224581360816956,0.6990668773651123,-0.7379514575004578,0.9998878240585327,0.45501407980918884,0.700585126876831,-0.7197231650352478,0.9999029636383057,0.725235104560852,0.9216794371604919,-0.27803295850753784,0.9983038306236267,0.28977808356285095,0.9070054888725281,-0.3056809902191162,0.9992149472236633,0.7913978099822998,1.2683285474777222,-0.2792506515979767,0.05439376458525658,0.200221985578537,1.244344711303711,-0.2839362919330597,0.2138058841228485,0.7810028195381165,1.5305277109146118,-0.5673238039016724,0.017990142107009888,0.18859466910362244,1.5118162631988525,-0.7776148915290833,0.05231158062815666,0.7956129312515259,1.6215423345565796,-0.6696633100509644,0.027052516117691994,0.17115390300750732,1.6102226972579956,-0.9075083136558533,0.060177430510520935,0.7521846294403076,1.6202036142349243,-0.7300750017166138,0.048637621104717255,0.21661753952503204,1.6131608486175537,-0.9849801063537598,0.10169186443090439,0.7352115511894226,1.5800701379776,-0.611025869846344,0.04985283687710762,0.23519456386566162,1.572332739830017,-0.830658495426178,0.09934498369693756,0.6264265179634094,1.582812786102295,-0.057399503886699677,0.0004858773900195956,0.343090683221817,1.5718499422073364,0.062318332493305206,0.0005471891490742564,0.6077685952186584,2.1208245754241943,0.059204015880823135,0.0002471927145961672,0.3441089689731598,2.112452983856201,0.1846102625131607,8.871628961060196e-05,0.6064087152481079,2.6002397537231445,0.7088176608085632,5.04613526572939e-05,0.3553449213504791,2.591489553451538,0.6851898431777954,4.984477527614217e-06,0.6125890612602234,2.6807196140289307,0.7482337355613708,5.5908847571117803e-05,0.35537469387054443,2.674710988998413,0.7207443714141846,1.4005347111378796e-05,0.5585529804229736,2.7539374828338623,0.22881416976451874,5.852815229445696e-05,0.3859950304031372,2.736018180847168,0.1419282853603363,3.931387618649751e-05
leftHand,0.4819883406162262,0.6436343789100647,-0.8923919796943665,0.9999103546142578,0.5116701722145081,0.5883610844612122,-0.8512738943099976,0.9997857213020325,0.5300247669219971,0.5874291062355042,-0.8512796759605408,0.9998425841331482,0.5470176935195923,0.5869278907775879,-0.851490318775177,0.9997690320014954,0.45960935950279236,0.5877466201782227,-0.8428483605384827,0.9997849464416504,0.44356855750083923,0.5874677896499634,-0.8419830203056335,0.9998398423194885,0.43298834562301636,0.587652862071991,-0.8421562910079956,0.9997864365577698,0.5720169544219971,0.6095477938652039,-0.5156648755073547,0.9998003840446472,0.4240998923778534,0.6121481657028198,-0.4566754996776581,0.9998769164085388,0.5225395560264587,0.6989271640777588,-0.7618275284767151,0.9998936653137207,0.4550957977771759,0.7005447149276733,-0.7438919544219971,0.9999077320098877,0.7252369523048401,0.9220106601715088,-0.2975585460662842,0.9983494877815247,0.2900600731372833,0.9080266952514648,-0.3184058666229248,0.999244213104248,0.7920671701431274,1.268146276473999,-0.31637948751449585,0.055407989770174026,0.19982317090034485,1.2460232973098755,-0.3189701735973358,0.21669156849384308,0.7795520424842834,1.5312467813491821,-0.6569943428039551,0.018583951517939568,0.1947428286075592,1.517676830291748,-0.8395801186561584,0.054527539759874344,0.7956368327140808,1.6234339475631714,-0.7725632190704346,0.027873391285538673,0.1716035157442093,1.6152592897415161,-0.9763364791870117,0.06225894019007683,0.751606285572052,1.6213937997817993,-0.8282517790794373,0.05011605843901634,0.21794773638248444,1.6172536611557007,-1.054174542427063,0.10519242286682129,0.7348801493644714,1.5809571743011475,-0.7002149224281311,0.051181431859731674,0.23659971356391907,1.5764847993850708,-0.8924562335014343,0.10248525440692902,0.6273600459098816,1.5840305089950562,-0.060535162687301636,0.0004910221905447543,0.34459009766578674,1.5731314420700073,0.0653192549943924,0.0005558974226005375,0.6077569723129272,2.1231372356414795,0.08335445821285248,0.0002522390568628907,0.3441447615623474,2.1152567863464355,0.22410762310028076,8.835215703584254e-05,0.6064161658287048,2.6017849445343018,0.7824016809463501,5.427147334557958e-05,0.35616302490234375,2.5925004482269287,0.7732862830162048,4.9804311856860295e-06,0.6126758456230164,2.6821563243865967,0.8242607116699219,5.905056605115533e-05,0.35653817653656006,2.674931764602661,0.8140010237693787,1.4372842088050675e-05,0.5585527420043945,2.754387140274048,0.2793869078159332,6.0445825511123985e-05,0.3871062397956848,2.738072633743286,0.21801576018333435,4.0372295188717544e-05
leftHand,0.48204684257507324,0.6442650556564331,-0.9070023894309998,0.9999107718467712,0.5115494728088379,0.5887719988822937,-0.8657431602478027,0.9997857809066772,0.5298793911933899,0.5877300500869751,-0.8658455610275269,0.9998423457145691,0.5468935370445251,0.587108850479126,-0.8661525249481201,0.9997699856758118,0.45945045351982117,0.588196873664856,-0.8558323979377747,0.9997839331626892,0.44330739974975586,0.5878749489784241,-0.8549237251281738,0.9998383522033691,0.4327661693096161,0.5880475640296936,-0.8551420569419861,0.9997850060462952,0.5718286037445068,0.6095571517944336,-0.5221603512763977,0.9998000264167786,0.4239496886730194,0.6124146580696106,-0.459505558013916,0.9998748302459717,0.5225787162780762,0.6992053389549255,-0.7726823091506958,0.9998950958251953,0.45503461360931396,0.7011671662330627,-0.7523036003112793,0.9999073147773743,0.7252311706542969,0.9217917323112488,-0.29774707555770874,0.9983658790588379,0.29305925965309143,0.9076182246208191,-0.30507490038871765,0.99925696849823,0.7925719618797302,1.2636784315109253,-0.28645315766334534,0.05567540228366852,0.2058221697807312,1.2447574138641357,-0.20057997107505798,0.21902672946453094,0.7795427441596985,1.5302629470825195,-0.5975521206855774,0.018359119072556496,0.2004125565290451,1.5166349411010742,-0.6089500188827515,0.05379287153482437,0.7974252104759216,1.6229822635650635,-0.7011322975158691,0.02745633013546467,0.1782810091972351,1.6150977611541748,-0.7263193726539612,0.061214905232191086,0.753157377243042,1.621405839920044,-0.7642635703086853,0.04938148334622383,0.22216084599494934,1.6172257661819458,-0.8172158002853394,0.1036338210105896,0.7364002466201782,1.5807896852493286,-0.6424309611320496,0.05045274272561073,0.24012768268585205,1.57645583152771,-0.6642187237739563,0.10102732479572296,0.6284888386726379,1.581032633781433,-0.06583938002586365,0.0004727669002022594,0.3471880853176117,1.5705418586730957,0.07061684131622314,0.0005362090305425227,0.6095470190048218,2.119785785675049,0.04176463186740875,0.0002415444323560223,0.34666889905929565,2.1115307807922363,0.217615008354187,8.604328468209133e-05,0.6068952679634094,2.5987682342529297,0.7182575464248657,5.333971057552844e-05,0.35765761137008667,2.5900707244873047,0.7649227380752563,4.887658178631682e-06,0.6133211255073547,2.679232358932495,0.7557638883590698,5.786590918432921e-05,0.35809728503227234,2.672775983810425,0.8015357851982117,1.452671131119132e-05,0.5585542917251587,2.7504496574401855,0.18823294341564178,5.8856243413174525e-05,0.3881618082523346,2.7345666885375977,0.17189732193946838,4.0275463106809184e-05
leftHand,0.4827439785003662,0.644346296787262,-0.9132801294326782,0.999910295009613,0.5118235349655151,0.588924765586853,-0.8708219528198242,0.9997844696044922,0.5300611853599548,0.5878265500068665,-0.8709677457809448,0.9998413324356079,0.5469220876693726,0.5871820449829102,-0.8712972402572632,0.9997684955596924,0.45990172028541565,0.5884230136871338,-0.8633812665939331,0.9997827410697937,0.44368764758110046,0.5880552530288696,-0.8625503778457642,0.9998376965522766,0.4328475892543793,0.5882386565208435,-0.8628259897232056,0.9997842311859131,0.5717950463294983,0.6095642447471619,-0.5229323506355286,0.999797523021698,0.42395564913749695,0.612499475479126,-0.46717745065689087,0.9998745322227478,0.5228500962257385,0.6991943717002869,-0.7765936255455017,0.9998955130577087,0.4556562602519989,0.7011802792549133,-0.7594435811042786,0.9999073147773743,0.7252271771430969,0.9212280511856079,-0.29346558451652527,0.9983683228492737,0.29389768838882446,0.9076210260391235,-0.3095616400241852,0.9992755055427551,0.7918290495872498,1.2622898817062378,-0.26852282881736755,0.055400051176548004,0.21005086600780487,1.2447646856307983,-0.23788440227508545,0.22439825534820557,0.7805819511413574,1.527834177017212,-0.597739577293396,0.01826205663383007,0.20585200190544128,1.5166261196136475,-0.6828753352165222,0.05500216782093048,0.7975964546203613,1.6204111576080322,-0.7023735642433167,0.027292339131236076,0.18558411300182343,1.6137198209762573,-0.8086171746253967,0.0618867389857769,0.7541812062263489,1.6187506914138794,-0.7654536366462708,0.049018993973731995,0.22832150757312775,1.6160261631011963,-0.8932944536209106,0.10460011661052704,0.7374200820922852,1.577642798423767,-0.6434382796287537,0.05002887174487114,0.24579018354415894,1.5751227140426636,-0.736370861530304,0.10186725854873657,0.6315289735794067,1.5798065662384033,-0.06569566577672958,0.000476710352813825,0.3530762195587158,1.5703842639923096,0.07035958766937256,0.0005454736528918147,0.6130359768867493,2.116316556930542,0.045893095433712006,0.00024310786102432758,0.3529415726661682,2.1097731590270996,0.20615099370479584,8.716362935956568e-05,0.6119043231010437,2.595057964324951,0.7202567458152771,5.681523180101067e-05,0.36578747630119324,2.588521718978882,0.7343653440475464,5.14063322043512e-06,0.6184500455856323,2.675248861312866,0.757941722869873,6.207393744261935e-05,0.36639678478240967,2.6711411476135254,0.7694645524024963,1.5649166016373783e-05,0.5655872821807861,2.746609926223755,0.19595788419246674,6.160994234960526e-05,0.39809706807136536,2.731745481491089,0.1538981944322586,4.2691739508882165e-05
leftHand,0.4833507537841797,0.6440730094909668,-0.8991833329200745,0.9999122023582458,0.5121174454689026,0.5887418389320374,-0.858932375907898,0.9997894167900085,0.5302969217300415,0.5876686573028564,-0.8589807152748108,0.9998435974121094,0.5469661951065063,0.5870273113250732,-0.859256386756897,0.9997737407684326,0.46035823225975037,0.5883434414863586,-0.8521326780319214,0.999788224697113,0.4442015290260315,0.587985634803772,-0.8513463735580444,0.999840497970581,0.4330085515975952,0.5881936550140381,-0.8515914082527161,0.9997893571853638,0.5717794299125671,0.6093804836273193,-0.5195366740226746,0.9998000264167786,0.4241447448730469,0.6124491095542908,-0.46517303586006165,0.9998767971992493,0.5229693055152893,0.6986964344978333,-0.7666501998901367,0.999897837638855,0.45606082677841187,0.7009581327438354,-0.7503688335418701,0.9999090433120728,0.7249345183372498,0.918914794921875,-0.2931549549102783,0.9983973503112793,0.29645201563835144,0.9073209166526794,-0.3102073073387146,0.999297559261322,0.7920302748680115,1.2552807331085205,-0.27015089988708496,0.056771162897348404,0.21839874982833862,1.2438558340072632,-0.2616846561431885,0.22324256598949432,0.7814611196517944,1.5239812135696411,-0.5978620648384094,0.018613744527101517,0.21042156219482422,1.5163655281066895,-0.7140202522277832,0.05708217993378639,0.8025502562522888,1.6152673959732056,-0.7038255929946899,0.028041314333677292,0.18851248919963837,1.6113529205322266,-0.8432582020759583,0.0646202489733696,0.7600213885307312,1.6152180433273315,-0.7671626210212708,0.050286438316106796,0.23188139498233795,1.6136679649353027,-0.9283931851387024,0.10862226039171219,0.742405354976654,1.5753065347671509,-0.6437936425209045,0.05129902437329292,0.2507881224155426,1.5735349655151367,-0.7683846354484558,0.10585978627204895,0.6334710717201233,1.5731879472732544,-0.06547194719314575,0.0004786662757396698,0.3571670949459076,1.5642294883728027,0.0700760930776596,0.0005529894842766225,0.6133792996406555,2.108675241470337,0.08058467507362366,0.00023551838239654899,0.3550690710544586,2.101313352584839,0.20519056916236877,8.377589983865619e-05,0.6118500232696533,2.586143732070923,0.7731360197067261,5.652216714224778e-05,0.3668108582496643,2.578666925430298,0.7379182577133179,4.964252184436191e-06,0.6183949112892151,2.6647677421569824,0.8141985535621643,6.210514402482659e-05,0.3673230707645416,2.659709930419922,0.7760544419288635,1.529265136923641e-05,0.5655711889266968,2.736398935317993,0.2794466018676758,6.058333019609563e-05,0.3986099660396576,2.7219109535217285,0.18012547492980957,4.135745984967798e-05
